,username,replyto_1,replyto_2,Jdate,date,retweets,favorites,text,mentions,hashtags,permalink,afraid,amused,angry,annoyed,dont_care,happy,inspired,sad,type,url,no_tiny_urls
3914,altUSEPA,TrumpUriNation,,415,2/18/2017,0,1,We regret that this is the weak case. Lame. very sad https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833175899168239616,0.090592503,0.128997032,0.122821567,0.127108145,0.135885972,0.100234928,0.159668899,0.134690953,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3915,altUSEPA,eXAKR,,415,2/18/2017,0,1,it's a parody of the questions asked in the media survey https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833175674957471745,0.086881858,0.429557235,0.071196791,0.126364137,0.092232429,0.07611436,0.057494505,0.060158687,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3916,altUSEPA,erin_craver,,415,2/18/2017,0,1,Parody of the questions from yesterday's media survey. If you think this was bad you didn't read those https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833174980200374273,0.112140571,0.26887521,0.074304069,0.121387052,0.096523953,0.122462067,0.128540479,0.075766599,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3917,altUSEPA,kmdbbc1031,,415,2/18/2017,0,3,"By design because it was a parody of Trump's media survey"" from yesterday that was truly horrible. https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …"" ",,,https://twitter.com/altUSEPA/status/833174316070076417,0.076943177,0.228877736,0.083014597,0.104548257,0.11950604,0.099686728,0.198439941,0.088983523,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3918,altUSEPA,paigecloirk,,415,2/18/2017,0,3,Trumpish parody of the media survey questions that were just as horribly written https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833174008485052416,0.061957263,0.278445003,0.125807536,0.139378694,0.077950628,0.084189984,0.077265421,0.155005472,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3919,altUSEPA,StephenWantland,,415,2/18/2017,0,4,parody https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833173822819930112,0.024040366,0.709325125,0.049029418,0.089836743,0.051261585,0.037288031,0.026873289,0.012345446,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3920,altUSEPA,altUSEPA,,415,2/18/2017,48,190,"This survey question is a parody of yesterday's fake media"" survey. https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …"" ",,,https://twitter.com/altUSEPA/status/833173669203628034,0.085106457,0.277285588,0.128311309,0.1494219,0.126320112,0.080236038,0.074218733,0.079099863,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3921,altUSEPA,jaellehanako,,415,2/18/2017,0,0,sorry about the headache. We were going for parody. The survey would've made you sick for weeks https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833168473081671689,0.098274931,0.243442328,0.105437771,0.111823968,0.108019538,0.118142754,0.142736561,0.072122149,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3922,altUSEPA,Guevara7Guevara,,415,2/18/2017,0,2,"Thank you. We're going for a there are no wrong answers"" sort of parody. https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …"" ",,,https://twitter.com/altUSEPA/status/833168125197684737,0.051625396,0.275306117,0.104414926,0.127286012,0.110336007,0.097232335,0.140167078,0.09363213,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3923,altUSEPA,sampson_elaine,,415,2/18/2017,0,1,it's a parody https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833167181126959104,0.024040366,0.709325125,0.049029418,0.089836743,0.051261585,0.037288031,0.026873289,0.012345446,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3924,altUSEPA,KayJulia1,,415,2/18/2017,0,1,Thank you. We worked hard to get the Trumpese just right. It's a parody. https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833164289041117185,0.074080547,0.267108029,0.092312211,0.109567268,0.113633285,0.108024977,0.148399042,0.086874641,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3925,altUSEPA,Mea_Glitch,,415,2/18/2017,0,0,Why yes the parody word salad comes with a wired side https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833163799725215744,0.111516754,0.248532721,0.095579495,0.091932248,0.106487994,0.108295668,0.166596,0.071059121,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3926,altUSEPA,netters923,,415,2/18/2017,0,2,"It's a parody. And he might've said big league"" but the meme has become ""bigly."" https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …"" ",,,https://twitter.com/altUSEPA/status/833162931835633664,0.078674915,0.319659127,0.092547462,0.118416352,0.106999057,0.104204875,0.099943713,0.079554499,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3927,altUSEPA,justhanginhere1,,415,2/18/2017,0,0,"It's a parody. The problem"" is that you can read competently. https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …"" ",,,https://twitter.com/altUSEPA/status/833162202551050240,0.113446969,0.321160966,0.073761653,0.09581299,0.124086942,0.111694907,0.10145926,0.058576314,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3928,altUSEPA,Remotenews,,415,2/18/2017,1,1,parody https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833161796185894912,0.024040366,0.709325125,0.049029418,0.089836743,0.051261585,0.037288031,0.026873289,0.012345446,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3929,altUSEPA,DoubleE46,,415,2/18/2017,1,2,it's a parody. We're glad to hear that you didn't understand it. :D https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833161662966460416,0.084723119,0.276455808,0.098874234,0.119931947,0.097411612,0.095316217,0.136495337,0.090791727,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3930,altUSEPA,cmandera,,415,2/18/2017,0,0,It's a parody of yesterday's survey questions. https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833156737117147136,0.086881858,0.429557235,0.071196791,0.126364137,0.092232429,0.07611436,0.057494505,0.060158687,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3931,altUSEPA,TwitWhatter,,415,2/18/2017,0,0,Thank you. We worked hard at accomplishing that. :D https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833156556288057344,0.077835796,0.11579209,0.085728026,0.116747517,0.14666144,0.133458841,0.209780367,0.113995923,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3932,altUSEPA,Leezhka,,415,2/18/2017,0,4,Good question. Can we call it Trumplish? (Hint: It's a parody) https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833154897075896320,0.086559037,0.237448074,0.113497091,0.119974164,0.120839552,0.10431132,0.128218324,0.089152437,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3933,altUSEPA,altUSEPA,,415,2/18/2017,75,412,Yes this is a parody of the questions asked on Trump's anti-media survey. It's completely deliberate. https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833153397083795456,0.095422512,0.249500726,0.122738027,0.133932032,0.097772731,0.098139192,0.11236526,0.090129521,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3934,altUSEPA,5_by_26,,415,2/18/2017,0,7,It's a parody question on Trump's anti-media survey https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833151190187778050,0.083198537,0.327880802,0.113322005,0.146734548,0.105846424,0.082618341,0.071901149,0.068498195,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3935,altUSEPA,Weekly_Weeder,,415,2/18/2017,1,28,Perfect! Thanks for the kudos and feedback. We tried to sound like Mr. Trump. https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/ …,,,https://twitter.com/altUSEPA/status/833150272692244480,0.072475421,0.197177581,0.087412441,0.116158241,0.153124001,0.13967345,0.145057087,0.088921778,Alt,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/,https://www.wired.com/2017/02/trump-made-media-survey-thats-rant-science/
3808,altUSEPA,,,433,3/8/2017,391,782,We salute scientists every day. And today we recognize the challenges that many women faced and continue to face.http://www.smithsonianmag.com/science-nature/ten-historic-female-scientists-you-should-know-84028788/ …,,,https://twitter.com/altUSEPA/status/839569941858693120,0.075226307,0.125542283,0.109599136,0.126932628,0.138084318,0.124625428,0.163438599,0.136551302,Alt,http://www.smithsonianmag.com/science-nature/ten-historic-female-scientists-you-should-know-84028788/,http://www.smithsonianmag.com/science-nature/ten-historic-female-scientists-you-should-know-84028788/
3879,altUSEPA,,,420,2/23/2017,32,48,Academic decoding of Pruitt's address to @EPA. Challenging UX but thoughtful composition. Thx @EnviroDGI https://envirodatagov.org/scott-pruitts-first-address-epa-annotated-edgi/ …,@EPA @EnviroDGIhttps,,https://twitter.com/altUSEPA/status/834937902127853571,0.086958731,0.109424304,0.159994035,0.117839993,0.150325323,0.129579601,0.177785064,0.068092949,Alt,https://envirodatagov.org/scott-pruitts-first-address-epa-annotated-edgi/,https://envirodatagov.org/scott-pruitts-first-address-epa-annotated-edgi/
4023,altUSEPA,,,401,2/4/2017,311,240,"images reveal a 1-metre hole underneath the pressure vessel - which could indicate that nuclear fuel had melted""http://www.sciencealert.com/radiation-levels-in-the-fukushima-reactor-have-started-unexpectedly-climbing …"" ",,,https://twitter.com/altUSEPA/status/827984880831078400,0.156752078,0.120950392,0.144271562,0.113027357,0.136311231,0.099214485,0.10276847,0.126704425,Alt,http://www.sciencealert.com/radiation-levels-in-the-fukushima-reactor-have-started-unexpectedly-climbing,http://www.sciencealert.com/radiation-levels-in-the-fukushima-reactor-have-started-unexpectedly-climbing
4044,altUSEPA,AltHVNP,,398,2/1/2017,7,28,Volcanos can moderate climate change a bit. Understanding volcanic activity informs climate science https://scied.ucar.edu/shortcontent/how-volcanoes-influence-climate …,,,https://twitter.com/altUSEPA/status/826675696927797248,0.218800322,0.119487862,0.080484325,0.102349391,0.108281299,0.108043722,0.158357385,0.104195693,Alt,https://scied.ucar.edu/shortcontent/how-volcanoes-influence-climate,https://scied.ucar.edu/shortcontent/how-volcanoes-influence-climate
2502,USFWS,,,76,3/16/2016,121,168,Species Success Stories: 10 Animals Back from the Brink || http://bit.ly/1Rn2JuL pic.twitter.com/OijWkM7Y0l,,,https://twitter.com/USFWS/status/710191388785315841,0.13780235,0.134197304,0.108944727,0.090453897,0.102166483,0.134537457,0.142137543,0.14976024,Off,http://bit.ly/1Rn2JuL,http://www.livescience.com/54010-species-success-stories.html
4053,altUSEPA,altNOAA,,397,1/31/2017,17,69,And then there's the landing during a microburst risk event.http://www.livescience.com/55912-microbursts.html …,,,https://twitter.com/altUSEPA/status/826340452060192769,0.229620159,0.134529909,0.105475482,0.096299645,0.059875394,0.101242526,0.105705901,0.167250984,Alt,http://www.livescience.com/55912-microbursts.html,http://www.livescience.com/55912-microbursts.html
4079,altUSEPA,,,395,1/29/2017,81,196,The Nature Conservancy’s Science Article Database. >2 000 peer-reviewed articles authored by Conservancy scientists. http://conservationgateway.org/Pages/default.aspx …,,,https://twitter.com/altUSEPA/status/825763109818163200,0.156291359,0.109522913,0.100110769,0.067572559,0.115302506,0.1234001,0.213727187,0.114072606,Alt,http://conservationgateway.org/Pages/default.aspx,http://conservationgateway.org/Pages/default.aspx
3744,altUSEPA,,,437,3/12/2017,35,98,Upcoming events that promote and celebrate clean water in New York. https://www.riverkeeper.org/news-events/events/other-events/ …,,,https://twitter.com/altUSEPA/status/841110628387381248,0.091744535,0.136932485,0.096049419,0.102888071,0.137279977,0.154365665,0.150758939,0.129980909,Alt,https://www.riverkeeper.org/news-events/events/other-events/,https://www.riverkeeper.org/news-events/events/other-events/
4182,AltForestServ,,,391,1/25/2017,167,581,"Brush up on our history and where it all started! The greatest good for the greatest number in the long run."" http://www.foresthistory.org/ASPNET/People/Pinchot/Pinchot.aspx …"" ",,,https://twitter.com/AltForestServ/status/824463071011680256,0.080794836,0.130063632,0.076426179,0.105309682,0.189826356,0.1380419,0.140059886,0.139477528,Alt,http://www.foresthistory.org/ASPNET/People/Pinchot/Pinchot.aspx,http://www.foresthistory.org/ASPNET/People/Pinchot/Pinchot.aspx
58,NOAA,,NA,442,3/17/2017,62,58,Today: @NOAASatellites scientist talks about satellites & the new GOES-16 on @NPR's 'Science Friday' @scifri : https://www.sciencefriday.com/segments/do-weather-instruments-need-a-robot-repairman … pic.twitter.com/GvTNvBtF1f,@NOAASatellites @NPR @scifri,,https://twitter.com/NOAA/status/842734489642156032,0.133100462,0.155990796,0.074044769,0.093333885,0.106295743,0.160815503,0.163943217,0.112475626,Off,https://www.sciencefriday.com/segments/do-weather-instruments-need-a-robot-repairman,https://www.sciencefriday.com/segments/do-weather-instruments-need-a-robot-repairman/
419,NatlParkService,,,146,5/25/2016,39,55,. @SavingPlaces is awarding $2m in grants--decided by your votes--to historic sites in parks http://bit.ly/1TWXLq5 FindYourPark,@SavingPlaces,#FindYourPark,https://twitter.com/NatlParkService/status/735533232645640193,0.067251697,0.117413987,0.068262854,0.125403785,0.113006658,0.221081358,0.134732025,0.152847637,Off,http://bit.ly/1TWXLq5,https://savingplaces.org/partners-in-preservation-national-parks
2267,USFWS,,,202,7/20/2016,110,160,Q&A with 98 year old who first banded Wisdom -- the world's oldest banded wild bird: http://bit.ly/2a9JfxS pic.twitter.com/Vt7hTn5X3C,,,https://twitter.com/USFWS/status/755788978628984832,0.180121326,0.100238574,0.088134489,0.112396041,0.116814038,0.115983231,0.184446451,0.101865849,Off,http://bit.ly/2a9JfxS,https://www.allaboutbirds.org/qa-chan-robbins-talks-about-wisdom-the-worlds-oldest-banded-bird/
2539,USFWS,goodzain_,,55,2/24/2016,7,5,@evilzain_ here's more info: https://www.allaboutbirds.org/bird-cams-faq-california-condor-nest/ Tagging-description- …,@evilzain_,#Tagging,https://twitter.com/USFWS/status/702605385895645184,0.124681523,0.10955456,0.158924455,0.149415052,0.089887548,0.097275834,0.170890144,0.099370884,Off,https://www.allaboutbirds.org/bird-cams-faq-california-condor-nest/,https://www.allaboutbirds.org/bird-cams-faq-california-condor-nest/
2564,USFWS,,,46,2/15/2016,153,230,Our nomination for Song of the Year goes to the Western meadowlark. Take a listen: http://bit.ly/215tJpS GRAMMYs pic.twitter.com/c2HDJEfsne,,#GRAMMYspic,https://twitter.com/USFWS/status/699385989005967361,0.10455062,0.14512921,0.084813158,0.136227756,0.116388581,0.161981051,0.145066095,0.105843529,Off,http://bit.ly/215tJpS,https://www.allaboutbirds.org/guide/Western_Meadowlark/sounds
2616,USFWS,,,22,1/22/2016,257,241,Mesmerizing animated migration map shows 118 species move across the Americas: http://bit.ly/1PH116V @CornellBirds pic.twitter.com/g0GgLaksRe,@CornellBirdspic,,https://twitter.com/USFWS/status/690546064709947392,0.104077278,0.144321104,0.108537518,0.10053599,0.109357438,0.170794916,0.142972428,0.119403328,Off,http://bit.ly/1PH116V,https://www.allaboutbirds.org/mesmerizing-migration-watch-118-bird-species-migrate-across-a-map-of-the-western-hemisphere/
557,USDA,,NA,391,1/25/2017,14,37,RT @UWSystem: Professor from @uwplatteville receives @USDA grant to help cultivate an unlikely crop in WI. https://www.uwplatt.edu/news/grant-help-establish-local-niche-baby-ginger …,@UWSystem @uwplatteville @USDA,,https://twitter.com/USDA/status/824300398349586438,0.149825681,0.118636869,0.092408878,0.097046588,0.123683053,0.127743508,0.161564514,0.129090908,Off,https://www.uwplatt.edu/news/grant-help-establish-local-niche-baby-ginger,https://www.uwplatt.edu/news/grant-help-establish-local-niche-baby-ginger
780,USDA,,NA,169,6/17/2016,34,55,We've distributed $25M in school kitchen equipment grants across the U.S. Find your state! http://pew.org/1qMjoSn pic.twitter.com/dueU7wYUuV,,,https://twitter.com/USDA/status/743865828492226561,0.134159383,0.122968179,0.125154452,0.093525102,0.101422308,0.120801722,0.178927454,0.1230414,Off,http://pew.org/1qMjoSn,http://www.pewtrusts.org/en/multimedia/data-visualizations/2016/usda-school-kitchen-equipment-grants
838,USDA,,NA,125,5/4/2016,28,28,We've strengthened nutrition standards for the Child & Adult Care Food Program. What you should know frm @Pewtrustshttp://pew.org/26KQXoU ,@Pewtrustshttp,,https://twitter.com/USDA/status/727972940290117634,0.110218166,0.153427219,0.073327152,0.105115748,0.115989147,0.119568495,0.177444998,0.144909074,Off,http://pew.org/26KQXoU,http://www.pewtrusts.org/en/research-and-analysis/fact-sheets/2016/05/changes-to-the-usdas-child-and-adult-care-food-program-can-improve-childrens-health
1127,EPA,,NA,252,9/8/2016,16,14,Tomorrow at CECMerida @GinaEPA will discuss cooperation with her counterparts @RafaelPacchiano+ @ec_minister: http://www.cec.org/webcast ,@GinaEPA @RafaelPacchiano @ec_minister,#CECMerida,https://twitter.com/EPA/status/773938989376176128,0.110472794,0.111597524,0.109505042,0.136458652,0.206353424,0.1177474,0.12498646,0.082878705,Off,http://www.cec.org/webcast,http://www.cec.org/sites/default/webcast/?lang=en
1149,EPA,,NA,232,8/19/2016,26,23,The air you breathe is important. Check your local Air Quality Index to help you stay healthy. http://www.enviroflash.info/ ,,,https://twitter.com/EPA/status/766700158079959040,0.096616837,0.120950139,0.102210322,0.118538392,0.103938348,0.146611404,0.17111241,0.140022148,Off,http://www.enviroflash.info/,http://www.enviroflash.info/
1398,forestservice,,NA,411,2/14/2017,84,147,Instead of flowers have a tree planted in your loved one’s name for a small donation this valentines day. https://www.nationalforests.org/get-involved/tree-planting-programs … pic.twitter.com/EvjeE4YaCr,,#valentines,https://twitter.com/forestservice/status/831508642541219840,0.088476123,0.113182888,0.157557233,0.092341703,0.092946796,0.122258379,0.193933662,0.139303217,Off,https://www.nationalforests.org/get-involved/tree-planting-programs,https://www.nationalforests.org/get-involved/tree-planting-programs
1461,forestservice,,NA,332,11/27/2016,11,11, Holiday Gift Idea: Plant trees in someone's name through National Forest Foundation http://www.nationalforests.org/ ,,#Holiday,https://twitter.com/forestservice/status/802957852277030912,0.092040787,0.125291546,0.122212082,0.103575181,0.11959185,0.123133365,0.178785754,0.135369435,Off,http://www.nationalforests.org/,https://www.nationalforests.org/
1938,forestservice,,NA,41,2/10/2016,6,18, IAlwaysGetAnnoyedWhen people call us a Park instead of a Forest. Find out the differences here: http://bit.ly/1MJ2qdn ,,#IAlwaysGetAnnoyedWhen,https://twitter.com/forestservice/status/697483664670613504,0.101781353,0.138471331,0.137200845,0.132890914,0.092893564,0.109934983,0.146062189,0.140764821,Off,http://bit.ly/1MJ2qdn,https://www.nationalforests.org/blog/what-are-the-differences-between-national-parks-and-national-forests
1422,forestservice,,NA,358,12/23/2016,3,6,Use your national forest to do a bird count – a Christmas gift you want to “run afowl” http://bit.ly/1G7GhRX ,,,https://twitter.com/forestservice/status/812275370774794241,0.14951884,0.120687588,0.111106385,0.109740335,0.113979766,0.128176138,0.148770869,0.11802008,Off,http://bit.ly/1G7GhRX,http://www.audubon.org/conservation/science/christmas-bird-count
2118,USFWS,,,345,12/10/2016,63,94,Behind the Scenes With the World's Top Feather Detective http://bit.ly/2hnJxGT via @audubonsociety pic.twitter.com/Yy5gFfIIEh,@audubonsocietypic,,https://twitter.com/USFWS/status/807618385467076608,0.065971845,0.22520702,0.075300649,0.082372304,0.144446014,0.168408548,0.134180667,0.104112954,Off,http://bit.ly/2hnJxGT,http://www.audubon.org/magazine/winter-2016/behind-scenes-worlds-top-feather-detective
1443,forestservice,,NA,341,12/6/2016,10,13,Smokey Bear: Preventing Unwanted Human-Caused Wildfires for 72 Years http://stateforesters.org/news-events/blog/smokey-bear-preventing-unwanted-human-caused-wildfires-72-years … via @stateforesters,@stateforesters,,https://twitter.com/forestservice/status/806139131302580224,0.086877125,0.148856299,0.077045259,0.109615432,0.172701332,0.124694134,0.143727656,0.136482765,Off,http://stateforesters.org/news-events/blog/smokey-bear-preventing-unwanted-human-caused-wildfires-72-years,http://stateforesters.org/news-events/blog/smokey-bear-preventing-unwanted-human-caused-wildfires-72-years
1543,forestservice,,NA,301,10/27/2016,6,19,Do you believe in Dracula? Click here to watch REAL vampire bats with the VampCam! http://bit.ly/ZKfgVk BatWeek pic.twitter.com/0KgJLZukFE,,#BatWeekpic,https://twitter.com/forestservice/status/791762733721063424,0.063575481,0.225996372,0.065644179,0.100676619,0.153799691,0.1709995,0.137181616,0.082126541,Off,http://bit.ly/ZKfgVk,http://www.batconservation.org/about-us/animals/bats/common-vampire-bat
1545,forestservice,,NA,301,10/27/2016,10,8,Get batty with your students/kids during BatWeek. Here are a few webcasts: http://bit.ly/2dCfWIE ,,#BatWeek,https://twitter.com/forestservice/status/791610848351555584,0.054727785,0.135199651,0.077148711,0.10392421,0.126232492,0.19501863,0.208828225,0.098920297,Off,http://bit.ly/2dCfWIE,http://batweek.org/index.php/bat-squad-webcasts/get-involved-with-bat-squad
1548,forestservice,,NA,299,10/25/2016,45,47,It's BatWeek learn more here: http://www.batweek.org/ pic.twitter.com/IWWTsMp0Fg,,#BatWeek,https://twitter.com/forestservice/status/790970022537662464,0.073695268,0.128210602,0.074266963,0.103240828,0.101229758,0.121483876,0.30304612,0.094826586,Off,http://www.batweek.org/,http://www.batweek.org/
2162,USFWS,,,299,10/25/2016,157,111,White-nose syndrome has killed >6 million bats in 8 years: http://bit.ly/1jOXICx Help spread the word this BatWeek. pic.twitter.com/W3fL0UC913,,#BatWeek,https://twitter.com/USFWS/status/790912786859692032,0.186087766,0.124897588,0.091698057,0.078139165,0.127110536,0.104499104,0.168970289,0.118597495,Off,http://bit.ly/1jOXICx,http://www.batweek.org/index.php/about/about-bat-week
2164,USFWS,,,297,10/23/2016,258,367,Ready for BatWeek? Let's celebrate the role of bats in nature! http://www.batweek.org pic.twitter.com/pBkPGd1dkG,,#BatWeek,https://twitter.com/USFWS/status/790358418007715840,0.10459134,0.129410715,0.08391023,0.123360099,0.138435537,0.143533825,0.168021983,0.108736273,Off,http://www.batweek.org,http://www.batweek.org
1558,forestservice,,NA,294,10/20/2016,1,6,Forest Service is proud to support urban greening through NFWF’s Five Star & UrbanWaters Program. RFP in November! http://bit.ly/IEaLTK ,,#UrbanWaters,https://twitter.com/forestservice/status/789150483923496960,0.112611353,0.124008903,0.089028478,0.102606911,0.158425908,0.137958457,0.145199648,0.130160341,Off,http://bit.ly/IEaLTK,http://www.nfwf.org/fivestar/Pages/home.aspx
2231,USFWS,,,237,8/24/2016,74,133,Monarch conservation flying high with $3.3 million in wildlifegrants: http://bit.ly/2bfzvX6 pic.twitter.com/DKPprVv4Yh,,#wildlifegrants,https://twitter.com/USFWS/status/768476069297025026,0.084971583,0.140922326,0.082606676,0.07794872,0.156536976,0.187251861,0.149950377,0.119811481,Off,http://bit.ly/2bfzvX6,http://www.nfwf.org/whoweare/mediacenter/pr/Pages/monarch_16-0822.aspx
1593,forestservice,,NA,278,10/4/2016,7,8,How to Make Butterfly Gardens: http://bit.ly/1LXncYv ,,,https://twitter.com/forestservice/status/783358859746349056,0.10391674,0.108051177,0.092990322,0.101109149,0.161107143,0.126000976,0.17088679,0.135937703,Off,http://bit.ly/1LXncYv,http://www2.ca.uky.edu/entomology/entfacts/ef006.asp
1618,forestservice,,NA,265,9/21/2016,5,5,Find a NPLD volunteer opportunity or community event near you!http://bit.ly/29tBj9m ,,#NPLD,https://twitter.com/forestservice/status/778685335815331844,0.112003475,0.121518644,0.104704034,0.099294159,0.112026783,0.130148943,0.19696188,0.123342083,Off,http://bit.ly/29tBj9m,https://www.neefusa.org/public-lands-day
1628,forestservice,,NA,257,9/13/2016,7,15,Don't miss out! Participate in NPLD TODAY Find a site near you: https://www.neefusa.org/ pic.twitter.com/e1znthi55A,,#NPLD,https://twitter.com/forestservice/status/775775007452594178,0.115639376,0.125083475,0.11201128,0.102033636,0.123456851,0.13372897,0.146414497,0.141631916,Off,https://www.neefusa.org/,https://www.neefusa.org/
1647,forestservice,,NA,254,9/10/2016,17,20,Calling ALL Teachers Parents Scout Leaders. Encourage kids to volunteer on NPLD Sept 24 http://www.publiclandsday.org pic.twitter.com/abeAulQu5V,,#NPLD,https://twitter.com/forestservice/status/774608914713350146,0.081997111,0.114911424,0.120649266,0.117862439,0.102824379,0.141762676,0.193923787,0.126068918,Off,http://www.publiclandsday.org,https://www.neefusa.org/public-lands-day
1648,forestservice,,NA,253,9/9/2016,13,12,How can you help on National Public Lands Day? Volunteer! Bring a friend! NPLD http://www.publiclandsday.org @NEEFusa pic.twitter.com/AJqNN9J1sO,@NEEFusapic,#NPLD,https://twitter.com/forestservice/status/774272593566334976,0.09797907,0.11323711,0.125181631,0.122706555,0.117264487,0.117403083,0.160204481,0.146023583,Off,http://www.publiclandsday.org,https://www.neefusa.org/public-lands-day
1652,forestservice,,NA,250,9/6/2016,35,41,Never explored your local forest? Volunteer to care for YOUR public lands Sept 24 @ http://www.publiclandsday.org NPLD pic.twitter.com/4i7q6DzbZn,@,#NPLDpic,https://twitter.com/forestservice/status/773237820387307520,0.08101182,0.107033466,0.134480202,0.104764663,0.101105461,0.129885155,0.194453157,0.147266076,Off,http://www.publiclandsday.org,https://www.neefusa.org/public-lands-day
1632,forestservice,,NA,257,9/13/2016,9,6,Get students inspired to become scientists! Printable cards are a fun way to learn about science: http://bit.ly/1pCMkHQ ,,#scientists,https://twitter.com/forestservice/status/775696328726839296,0.063019973,0.26710746,0.063792174,0.112664936,0.09972648,0.131739075,0.193878107,0.068071797,Off,http://bit.ly/1pCMkHQ,http://www.naturalinquirer.org/scientists-v-92.html
